"ID_FACTURA","ID_ITEM","FECHA","DESCRIPCION","CLIENTE","CANTIDAD","COSTO_UNIT","TOTAL","DOCUMENTO_ORIGEN"
"11255","AS04","20/06/2026","ACEITE SINTETICO RL100 X GALON","ABASTECEDORA PVCENTRO SAS - 901600317","1","300000","300000","\\Desktop-fcmm5co\base_datos\Facturas_venta\2026\Junio\20-06-2026 11255 ABASTECEDORA PVCENTRO SAS - 901600317.pdf"
"11255","AS04","20/06/2026","ACEITE SINTETICO RL100 X GALON","ABASTECEDORA PVCENTRO SAS - 901600317","1","300000","300000","\\Desktop-fcmm5co\base_datos\Facturas_venta\2026\Junio\20-06-2026 11255 ABASTECEDORA PVCENTRO SAS - 901600317.pdf"
"11255","AS04","20/06/2026","ACEITE SINTETICO RL100 X GALON","ABASTECEDORA PVCENTRO SAS - 901600317","1","300000","300000","\\Desktop-fcmm5co\base_datos\Facturas_venta\2026\Junio\20-06-2026 11255 ABASTECEDORA PVCENTRO SAS - 901600317.pdf"
"11255","AS04","20/06/2026","ACEITE SINTETICO RL100 X GALON","ABASTECEDORA PVCENTRO SAS - 901600317","1","300000","300000","\\Desktop-fcmm5co\base_datos\Facturas_venta\2026\Junio\20-06-2026 11255 ABASTECEDORA PVCENTRO SAS - 901600317.pdf"
"11255","SR02","20/06/2026","MANTENIMIENTO SERPENTINES","ABASTECEDORA PVCENTRO SAS - 901600317","1","100000","100000","\\Desktop-fcmm5co\base_datos\Facturas_venta\2026\Junio\20-06-2026 11255 ABASTECEDORA PVCENTRO SAS - 901600317.pdf"
