"FECHA","PROVEEDOR","ESTADO","ID_FACTURA","ITEMS","IVA","DESCUENTO","TOTAL","DOCUMENTO_ORIGEN"
"21/05/2026","INVERPRIMOS S.A.S.","ACTIVO","17708","1","10218,49","0","64000","#\\Desktop-fcmm5co\base_datos\Facturas_compra\2026\mayo\21-05-2026 17708 INVERPRIMOS S.A.S..pdf##"
