"FECHA","HORA","VENCIMIENTO","ID_FACTURA","CLIENTE","NIT","ITEMS","TOTAL_BRUTO","DESCUENTO","SUBTOTAL","IVA","TOTAL","FORMA_PAGO","DOCUMENTO_ORIGEN"
"20/06/2026","03:30PM","","11255","ABASTECEDORA PVCENTRO SAS - 901600317","901600317","6","1500000","0","1500000","0","1500000","CONTADO","\\Desktop-fcmm5co\base_datos\Facturas_venta\2026\Junio\20-06-2026 11255 ABASTECEDORA PVCENTRO SAS - 901600317.pdf"
